	Sediment_013	Sediment_014	Sediment_015	Sediment_010	Sediment_011	Sediment_012	Sediment_043	Sediment_044	Sediment_045	Sediment_040	Sediment_041	Sediment_058	Sediment_060	Sediment_055	Sediment_056	Sediment_057	Sediment_004	Sediment_005	Sediment_006	Sediment_001	Sediment_002	Sediment_003	Sediment_007	Sediment_008	Sediment_009	Sediment_034	Sediment_035	Sediment_036	Sediment_031	Sediment_032	Sediment_033	Sediment_037	Sediment_038	Sediment_039	Sediment_049	Sediment_051	Sediment_046	Sediment_047	Sediment_048	Sediment_052	Sediment_053	Sediment_054
ASV.1133	0	0	11	0	29	4	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	56	19	3	0	0	0	0	0	0	9	0	0	0	5	0	0	2	0	0	0	0
ASV.1134	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	5	0	0	0	0	0	0	0	0
ASV.1135	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	66	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0
ASV.1136	62	0	50	38	45	43	35	0	0	0	0	30	32	35	30	48	44	77	40	0	38	46	65	29	59	41	0	0	37	0	36	42	39	59	27	0	48	0	0	58	92	44
ASV.1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.1138	5	0	0	0	19	0	0	0	0	0	0	0	0	0	4	7	0	8	0	6	0	0	6	0	13	0	0	0	0	0	35	8	0	0	12	17	10	6	0	0	0	0
ASV.1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV.1140	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
ASV.1141	0	0	0	0	0	0	34	14	14	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	73	37	31	0	21	20	0	0	0	0	0	20	0	0	0
ASV.1142	22	0	0	0	0	0	0	0	0	0	8	24	18	0	0	14	11	0	0	29	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	12	0	0	0	19
ASV.1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV.1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1145	175	133	163	181	121	107	222	147	54	77	100	151	119	108	72	142	96	199	65	151	93	144	103	108	87	126	91	144	93	112	184	67	60	115	57	104	117	125	148	112	100	187
ASV.1146	7	0	7	3	7	0	0	0	0	0	0	9	0	0	0	13	0	10	0	12	20	11	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1147	37	18	31	24	30	21	22	0	0	12	26	24	20	0	38	48	27	83	18	69	68	0	49	60	24	0	33	0	0	0	24	28	0	25	23	17	57	44	0	47	38	21
ASV.1148	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	19	0	0	0	0	0
ASV.1149	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0
ASV.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	16	0	0	0	0	0
ASV.1150	28	0	14	41	29	0	8	0	0	7	0	0	0	7	0	7	8	13	9	0	7	6	30	0	8	0	0	14	0	16	24	0	0	0	0	0	0	9	0	0	11	24
ASV.1151	0	0	0	0	0	0	64	48	156	12	43	0	0	16	0	0	0	0	24	0	0	0	0	0	0	30	58	69	65	31	0	60	78	23	0	0	0	0	71	0	0	0
ASV.1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV.1153	15	11	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	21	0	0	19	0	0	0	0	0	0	14	0	0	0	0	10	0	0	0	17	0	0
ASV.1154	0	0	0	0	0	0	69	0	31	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
ASV.1155	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.1156	0	0	0	0	0	0	25	31	14	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	22	9	124	43	41	0	0	15	15	0	0	0	0	27	0	0	0
ASV.1157	0	5	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	4	0	0
ASV.1158	56	0	28	0	0	33	0	0	0	0	0	0	0	0	0	0	0	58	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1159	0	0	0	0	0	0	48	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.116	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	6	0	13	3	0	0	12	13	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	12	0	10
ASV.1160	0	0	0	0	0	0	139	34	30	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	48	95	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1161	77	49	60	83	39	42	39	61	51	46	75	38	61	15	75	112	59	114	52	68	59	52	36	123	41	43	68	37	8	19	73	32	54	79	84	245	136	48	35	78	74	38
ASV.1162	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1163	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
ASV.1164	0	0	21	15	0	0	10	21	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	29	0	8	0	9	0	28	0	0	0	0	17	0	17	0	21	11	0	0
ASV.1165	0	0	0	0	0	0	0	24	13	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	20	0	0	16	21	0	0	0	0	0	0	0	0	0
ASV.1166	11	0	0	0	0	0	0	0	0	12	0	7	0	0	0	12	6	12	11	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7
ASV.1167	387	272	492	326	200	212	452	502	127	171	241	219	215	168	200	452	168	364	227	361	258	305	275	211	82	213	179	562	222	268	336	176	92	410	100	380	275	382	537	409	298	386
ASV.1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV.117	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	7	8	0	13	0	0	0	0	0	0	0
ASV.1170	31	0	15	26	0	27	23	14	17	0	23	19	30	21	0	27	22	31	0	35	26	31	37	55	25	0	17	0	0	9	28	12	0	33	15	28	36	28	0	37	22	27
ASV.1171	36	0	0	12	7	13	0	0	0	0	0	0	14	8	0	35	19	43	8	33	41	0	0	19	14	0	0	0	0	0	0	0	0	0	0	19	39	0	0	24	22	0
ASV.1172	0	0	5	0	14	0	0	8	7	0	0	0	0	0	0	0	0	15	0	0	5	12	0	0	10	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	4
ASV.1173	20	0	0	0	0	0	64	7	0	0	22	0	31	0	0	40	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1174	81	0	27	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	57	44	32	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1175	0	0	0	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
ASV.1177	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1178	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ASV.1179	22	0	9	16	7	0	0	0	0	0	0	8	0	0	4	7	0	0	0	8	24	0	9	0	15	0	0	0	0	0	19	0	0	0	0	7	49	19	0	0	0	16
ASV.118	32	12	0	17	22	18	23	83	37	0	26	23	0	0	12	15	0	20	29	18	16	0	12	16	35	63	29	20	0	25	17	39	38	34	0	19	0	14	48	0	16	6
ASV.1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0
ASV.1181	3	0	0	0	0	3	0	0	0	0	0	0	4	4	0	3	0	0	0	0	4	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV.1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
ASV.1183	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1184	19	145	160	26	27	44	89	24	0	0	21	28	100	48	30	38	0	41	30	49	0	26	27	0	30	81	0	46	31	0	91	17	0	0	0	0	0	49	55	0	31	38
ASV.1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV.1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV.1187	16	0	8	17	0	6	0	0	0	0	0	0	11	5	10	7	5	0	0	21	14	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0
ASV.1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	18	0	0	0
ASV.1189	12	22	0	0	23	22	29	64	19	0	13	18	34	22	30	26	20	43	9	20	41	36	50	25	0	44	8	23	18	10	22	12	30	17	11	0	32	29	26	16	14	12
ASV.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.1191	0	10	0	0	10	12	0	0	0	0	0	0	0	0	0	17	0	10	0	19	0	7	0	0	13	0	0	0	0	0	0	0	0	0	0	20	21	9	0	9	0	0
ASV.1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1193	0	0	0	0	24	17	16	31	10	0	0	0	0	10	0	0	0	0	9	0	10	25	33	0	0	0	11	0	0	0	14	0	15	16	0	0	0	0	19	0	0	0
ASV.1194	0	0	0	0	442	0	0	0	0	0	0	19	40	23	0	0	0	0	40	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.1195	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1196	8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1197	91	55	81	55	56	75	0	0	0	0	0	34	37	53	35	83	50	159	20	94	56	71	76	36	69	0	0	0	0	0	58	0	0	0	0	0	89	50	0	81	38	36
ASV.1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	17	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1199	15	32	20	12	9	14	0	0	0	0	0	0	0	16	8	38	19	39	10	0	13	15	0	13	36	0	0	0	0	0	0	0	0	0	0	25	17	20	0	10	9	15
ASV.12	28	40	54	24	31	19	63	18	0	0	0	40	18	23	38	30	25	25	26	16	29	31	34	19	16	74	12	73	12	161	27	0	21	39	80	24	0	53	12	0	0	104
ASV.120	0	0	8	0	0	0	0	0	0	0	18	6	13	0	10	0	8	0	12	0	0	0	15	16	0	0	19	0	9	0	0	0	0	0	0	0	9	0	16	0	0	6
ASV.1200	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	9	0	0	0	0	22	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.1201	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1202	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1203	0	5	36	0	429	61	0	0	0	0	0	21	0	167	0	0	0	6	125	0	0	0	30	0	0	32	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0
ASV.1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1205	66	0	0	50	77	0	0	78	49	0	53	0	0	0	19	0	0	33	0	19	0	27	0	33	29	65	41	0	13	0	0	0	68	54	31	43	0	0	22	36	0	0
ASV.1206	16	0	0	0	0	6	0	0	0	0	5	0	0	0	0	18	0	0	0	10	11	6	0	8	9	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0
ASV.1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1208	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1209	0	37	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	34	21	0	0	0	0	0	0	0	22	0	53	44	0	0	0
ASV.121	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1210	0	0	0	0	0	0	23	37	45	0	60	0	0	0	0	0	0	0	61	0	0	0	0	0	0	59	28	42	27	0	0	0	0	32	0	0	0	0	46	0	0	0
ASV.1211	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	7	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1212	17	0	0	13	55	0	0	0	0	0	0	0	0	0	0	20	9	15	0	18	28	27	21	17	0	0	0	0	0	10	59	0	0	0	0	20	27	21	0	19	0	7
ASV.1213	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0
ASV.1215	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1216	0	27	55	57	23	33	128	13	35	20	36	26	81	50	77	26	41	46	11	0	18	0	54	0	0	45	11	71	15	34	9	34	107	56	36	89	0	61	23	8	45	12
ASV.1217	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	42	0	21	0	47	11	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	64	0	0	0	0	0
ASV.1218	5	0	8	10	4	0	0	0	0	0	0	0	7	7	0	0	8	10	0	23	57	0	0	13	6	0	0	0	0	0	5	0	0	3	0	7	19	0	0	3	0	6
ASV.1219	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	5	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.122	37	259	229	114	20	30	24	16	21	16	20	30	43	13	27	59	0	50	0	48	85	22	15	114	0	47	57	26	14	64	0	0	16	0	10	0	15	30	31	109	22	26
ASV.1220	0	0	0	0	497	33	57	21	33	12	0	0	0	146	0	0	0	0	38	0	0	22	84	0	0	126	0	42	38	0	56	41	61	0	0	0	0	0	0	0	0	26
ASV.1221	41	26	8	5	0	16	0	0	0	0	0	0	0	11	0	0	9	11	15	4	0	0	12	42	0	0	0	0	0	0	24	0	0	0	0	61	0	6	0	27	0	25
ASV.1222	9	0	16	7	0	11	8	0	0	0	14	14	0	3	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12
ASV.1223	0	0	0	14	11	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	12	0
ASV.1224	38	31	68	31	0	0	234	246	91	99	113	0	49	98	42	33	34	50	126	160	0	84	0	34	31	242	136	296	131	48	0	83	82	237	159	0	0	76	199	34	0	71
ASV.1225	0	0	0	48	0	8	0	0	0	0	0	0	0	24	0	0	0	0	9	11	0	0	0	18	0	0	0	0	0	0	13	0	0	0	0	15	8	79	0	0	10	227
ASV.1226	0	24	0	14	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1227	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	21	0	0	17	0	0	0	0	0	0	0	0	0	0
ASV.1228	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	34	0	35	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ASV.1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV.1230	0	10	13	0	0	12	0	0	0	0	0	0	0	0	14	0	0	0	0	15	0	0	0	16	14	0	0	0	0	0	15	0	0	0	0	25	0	0	0	19	7	0
ASV.1231	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV.1232	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	5	0	0	0	0	0	0
ASV.1233	0	43	0	0	39	18	0	0	0	0	0	16	7	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ASV.1234	49	26	0	26	0	27	0	0	0	0	0	0	0	0	0	0	0	88	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	39	44	0
ASV.1235	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	0	0	25	0	0	0	0	0
ASV.1237	0	0	66	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1238	0	37	75	59	27	40	40	44	0	0	0	27	83	28	51	22	23	0	28	48	27	42	30	87	0	29	0	62	25	67	31	0	0	0	0	0	0	43	20	0	0	66
ASV.1239	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	23	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.124	12	19	9	0	14	15	0	11	0	0	0	8	0	27	5	0	9	5	0	0	13	0	4	0	9	11	0	0	0	0	12	0	0	0	0	10	0	0	0	6	0	0
ASV.1240	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1241	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.1242	116	99	0	0	52	0	0	0	0	0	0	0	0	0	0	98	0	47	0	70	0	83	0	0	0	0	0	0	286	0	0	0	0	0	0	0	54	70	0	42	0	148
ASV.1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	17	0	0	9	0	0
ASV.1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
ASV.1245	0	0	0	9	0	0	0	0	29	0	0	11	0	0	0	0	0	0	0	0	0	0	0	85	0	68	0	9	25	29	17	0	0	0	0	0	0	0	20	0	0	0
ASV.1246	0	0	7	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1247	35	0	0	30	0	0	0	55	0	18	44	30	0	11	33	98	20	45	25	0	32	0	45	0	30	26	0	44	0	0	50	0	0	0	52	28	116	28	29	0	18	19
ASV.1248	11	4	9	0	31	9	0	29	14	0	0	0	0	4	0	6	9	0	15	0	23	14	11	14	11	18	11	0	8	0	43	13	22	0	13	11	22	0	0	0	0	0
ASV.1249	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	14	0	0	0	0	0	0	0	0	0	0
ASV.125	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	44	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1250	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1251	31	11	58	29	19	0	49	0	0	8	0	10	34	19	35	0	16	57	15	16	10	24	11	8	0	10	0	39	0	50	31	9	0	0	5	0	0	16	0	7	0	361
ASV.1252	0	0	11	0	17	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	21	0	0	12	0	0	0	0	0	0	0	0	0
ASV.1253	71	51	50	32	26	48	6	17	15	14	16	51	40	58	37	61	93	65	24	73	45	56	102	118	55	0	38	0	0	0	85	0	9	28	23	91	62	47	25	38	54	40
ASV.1254	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV.1255	0	27	0	0	0	0	0	0	0	0	0	0	8	0	33	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
ASV.1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.1257	19	33	20	29	36	25	0	25	19	0	7	17	0	13	0	8	12	21	29	15	13	32	54	10	0	16	20	15	0	0	23	0	0	12	6	0	21	0	13	9	15	14
ASV.1258	14	5	0	0	0	0	13	0	13	0	0	0	0	0	0	0	10	6	10	19	7	0	16	0	9	9	0	4	0	0	0	0	12	0	0	7	20	4	7	0	4	0
ASV.1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV.126	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.1260	16	0	0	0	0	22	16	0	0	0	0	13	11	0	12	0	0	0	19	0	0	15	0	30	0	43	0	22	11	0	0	0	28	0	0	22	17	0	33	0	0	14
ASV.1261	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	37	45	0	6	5	0	0	0
ASV.1262	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	3	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0
ASV.1263	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1264	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV.1265	2	0	4	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7
ASV.1266	0	12	21	0	0	12	26	0	17	0	0	0	0	0	0	0	0	27	0	0	0	28	19	0	0	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV.1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
