	Sediment_013	Sediment_014	Sediment_015	Sediment_010	Sediment_011	Sediment_012	Sediment_043	Sediment_044	Sediment_045	Sediment_040	Sediment_041	Sediment_058	Sediment_060	Sediment_055	Sediment_056	Sediment_057	Sediment_004	Sediment_005	Sediment_006	Sediment_001	Sediment_002	Sediment_003	Sediment_007	Sediment_008	Sediment_009	Sediment_034	Sediment_035	Sediment_036	Sediment_031	Sediment_032	Sediment_033	Sediment_037	Sediment_038	Sediment_039	Sediment_049	Sediment_051	Sediment_046	Sediment_047	Sediment_048	Sediment_052	Sediment_053	Sediment_054
ASV.4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	10	0
ASV.4773	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	11	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	10	0	0	0	0
ASV.4775	0	37	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	21	15	33
ASV.4776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	19	8	0	0	0	0	0	0	0	0	0	0	70	5	0	0	0	0	3	0
ASV.4777	0	0	0	0	0	0	30	30	12	12	12	0	0	0	0	0	0	0	27	0	0	0	0	0	0	17	14	18	7	13	0	0	14	42	0	0	8	0	23	0	0	0
ASV.4778	143	76	141	127	87	110	32	46	0	0	32	61	59	56	92	110	87	202	40	94	83	116	129	103	92	19	38	12	19	13	122	45	18	64	81	144	179	130	30	167	164	107
ASV.4779	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.4780	40	38	13	68	319	2817	20	20	33	7019	0	38	80	137	780	0	25	39	0	0	0	24	23	0	0	1030	13	189	11	2566	49	0	85	2105	50	0	0	179	18	43	0	93
ASV.4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	120	0	0	0	0	0	0	0	0	0
ASV.4782	0	0	0	0	0	10	0	9	0	0	6	0	7	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0
ASV.4783	5	11	40	8	13	45	0	0	0	0	0	7	23	11	20	18	16	9	0	14	23	19	9	4	15	0	0	0	0	0	21	0	0	0	0	7	9	16	0	6	16	7
ASV.4784	0	0	7	0	12	0	0	0	5	0	7	0	6	14	15	0	15	4	0	0	9	0	0	7	0	0	0	0	0	0	20	0	0	0	9	0	0	0	0	0	0	35
ASV.4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4786	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
ASV.4788	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
ASV.4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	9	0	0	11	0	0	0	0	0	0	0
ASV.479	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	23	0	0	0	0	0	0	0	0	0
ASV.4790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
ASV.4791	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4792	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV.4793	0	0	0	0	19	9	34	0	0	0	9	0	23	10	15	14	0	0	28	39	9	20	0	15	0	10	0	13	0	0	20	0	0	8	0	0	0	29	15	0	0	66
ASV.4794	162	91	142	221	114	68	83	70	0	48	65	168	196	68	125	154	102	145	37	214	160	105	110	77	76	53	37	96	48	104	163	29	0	42	28	68	76	182	39	135	74	253
ASV.4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4796	0	0	0	0	0	3	0	20	0	0	0	0	0	7	0	0	0	0	3	0	0	2	0	8	0	25	0	8	9	0	0	0	11	0	0	0	15	13	0	0	0	0
ASV.4797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	0	170	0	4	0	0	0	0	0	0	0	0	0	0
ASV.4798	0	0	0	0	0	0	17	14	30	18	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	28	13	0	10	0	41	25	6	0	0	0	0	14	0	0	0
ASV.4799	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.48	0	0	0	0	0	0	103	122	67	24	86	0	0	0	0	0	0	0	44	0	0	0	0	0	0	85	76	62	82	119	0	60	48	87	0	0	0	0	109	0	0	0
ASV.480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4801	0	0	0	0	0	0	0	0	29	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	73	0	0	0	0	0	47	0	0	0	0	0	0	0	0
ASV.4802	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	23	0	0	0	0	0	0	0	14	0	0	0	0	0	0	26	0	0	0	0
ASV.4803	6	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	8	13	0	6	11	0
ASV.4804	0	23	14	27	16	17	52	54	45	15	43	0	0	12	26	29	15	21	44	0	20	16	0	34	0	21	28	29	18	0	0	39	20	45	0	0	32	18	43	0	41	11
ASV.4805	0	0	0	0	0	0	23	40	37	5	29	0	0	0	0	0	0	0	21	0	0	0	0	0	0	49	29	16	0	19	0	51	29	31	0	0	0	0	27	0	0	0
ASV.4806	0	5	0	0	0	5	0	0	0	0	22	0	0	9	0	0	0	0	0	0	0	0	0	66	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4807	0	0	0	0	0	0	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4808	64	27	0	44	12	0	0	0	0	0	0	0	0	28	42	50	20	0	0	97	0	34	53	0	59	0	0	0	0	0	0	0	0	0	0	0	0	74	0	77	88	0
ASV.4809	0	0	0	0	0	0	54	28	46	13	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	13	18	9	0	62	33	0	0	0	0	0	21	0	0	0
ASV.481	24	28	13	0	11	14	20	30	0	13	33	0	0	0	10	21	0	33	20	27	28	0	28	15	25	11	38	0	31	0	25	23	13	44	0	12	14	10	29	0	0	0
ASV.4810	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8	0	0	0	0
ASV.4811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ASV.4812	0	0	0	0	0	0	16	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4813	0	0	0	0	0	0	74	46	70	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	67	70	0	0	92	203	0	0	0	0	0	35	0	0	0
ASV.4814	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	40	0	0	0	0	0	0	0
ASV.4815	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.4816	81	39	24	162	66	68	83	58	46	0	25	50	52	50	40	74	82	101	47	51	57	40	109	50	63	90	75	59	190	195	76	63	57	36	70	112	92	134	53	52	47	161
ASV.4817	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	9	30	0	0	0	0	47	3	0	0	0	0	0	0	113	220	11	55	129	0	0	0
ASV.4819	0	0	24	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.482	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4821	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV.4822	0	0	0	0	0	0	13	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4823	32	22	11	13	0	17	0	14	10	0	14	5	14	14	18	33	10	33	9	40	14	14	13	14	27	5	11	0	4	0	17	14	0	30	0	25	34	27	18	39	40	4
ASV.4824	0	0	38	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	9	5	0	24	9	0	0	0	0	0	0	0	0	0
ASV.4826	0	0	0	0	0	0	0	6	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	4	0	0	0	0	0
ASV.4827	0	0	0	0	0	0	30	44	32	0	11	0	0	0	0	0	0	0	18	0	0	0	0	0	0	32	20	29	24	8	0	17	53	0	0	0	0	0	35	0	0	0
ASV.4828	0	0	0	0	0	0	29	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	23	11	16	0	0	9	0	0	0	0	0	19	0	0	0
ASV.4829	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	12	0	5	0	0	3	0	0	19	0	0	0	0
ASV.483	24	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	32	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	21	0	18	0	0
ASV.4830	18	31	48	29	27	33	13	19	16	0	34	18	25	28	0	26	26	31	0	20	12	0	21	16	27	0	24	0	0	0	43	23	0	28	47	57	47	24	0	0	26	0
ASV.4831	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV.4832	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	5	0	8	18	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	14	5	0	0	0	0
ASV.4833	3	16	10	0	21	10	89	23	15	8	18	8	0	0	12	9	0	11	12	0	0	0	6	23	0	33	9	64	15	0	23	0	16	23	9	17	0	0	26	0	0	51
ASV.4834	25	33	66	32	35	23	35	29	21	10	0	53	23	41	17	23	0	48	42	23	25	22	32	47	0	39	35	23	0	20	41	31	19	0	13	0	0	0	21	35	0	48
ASV.4835	281	86	101	103	66	18	157	141	41	58	135	48	45	116	119	97	41	69	61	59	219	182	26	21	20	607	173	1176	194	725	88	76	258	27	22	46	58	319	211	427	140	649
ASV.4836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.4837	41	52	45	33	64	64	20	25	0	0	0	29	0	21	0	0	55	19	29	31	24	41	32	91	44	36	16	25	0	0	27	18	21	45	24	55	34	41	19	0	0	36
ASV.4838	0	0	0	0	0	0	0	6	0	0	0	0	18	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV.4839	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.484	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4840	0	8	0	0	6	0	23	0	0	0	4	0	0	14	0	7	20	0	0	0	0	5	0	0	0	26	7	23	0	0	0	0	0	0	31	0	0	0	0	0	0	0
ASV.4841	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	0	4	0	0	0	0	5	0	0	0	12
ASV.4842	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	7	0	6	0	0	0	0	0	0	0	0	0	7	0	10	6	0	0	5	0
ASV.4843	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	15	0	25	14	0
ASV.4844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0
ASV.4845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4846	0	0	12	0	0	21	0	0	0	0	0	20	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4847	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4848	0	0	0	0	0	0	73	62	49	27	56	0	0	0	0	0	0	0	41	0	0	0	0	0	0	24	43	86	18	30	0	54	19	44	0	0	0	0	58	0	0	0
ASV.4849	0	0	0	0	0	0	0	27	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	5	0	2	5	0	0	0	0	0	10	0	0	0
ASV.485	0	0	0	0	0	0	10	0	18	0	0	0	0	0	10	81	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	17	0	0	21	0	0	0
ASV.4850	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV.4851	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4852	89	53	94	127	68	60	71	160	94	74	183	74	62	25	59	138	100	314	90	212	113	75	54	69	43	85	155	66	34	44	73	228	97	226	100	184	177	136	152	115	105	46
ASV.4853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
ASV.4854	0	0	0	0	0	0	69	75	85	26	75	0	0	0	0	0	0	0	64	0	0	0	0	0	0	95	88	57	51	56	0	77	66	76	0	0	0	0	92	0	0	0
ASV.4855	0	0	7	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4856	26	26	0	17	12	17	0	0	0	0	0	0	0	0	31	36	15	54	4	19	42	17	19	26	9	0	0	0	0	0	19	0	0	0	31	27	52	30	0	16	22	10
ASV.4857	148	115	70	120	58	57	0	0	0	0	0	40	70	0	58	129	42	92	0	69	0	81	29	122	59	0	65	81	0	0	134	0	0	0	225	393	87	91	0	132	61	86
ASV.4858	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.4859	0	0	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	39	0	0	0	0	0	0	0	0	0
ASV.486	0	9	14	0	19	17	0	0	0	0	0	17	32	20	25	32	14	33	15	0	15	0	20	18	0	0	0	0	0	0	20	0	0	0	0	0	0	20	0	0	15	10
ASV.4860	0	0	0	0	0	0	32	25	27	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	28	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
ASV.4861	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV.4864	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4865	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.4866	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	9	17	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.4867	10	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	11	13	9	18	0	5	0	10	0	0	0	0	0	9	0	0	0	0
ASV.4868	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4869	0	0	34	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV.487	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	0	0
ASV.4870	0	0	53	0	399	47	72	0	0	0	0	0	0	75	0	0	6	0	233	0	8	87	236	0	0	0	56	43	90	0	715	0	79	0	0	0	0	0	0	0	0	0
ASV.4871	0	0	0	11	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	11	0	0	0	0	0
ASV.4872	0	0	0	0	0	0	0	33	0	13	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	12	0	0	17	0	17	0	0	0	0	19	0	0	0
ASV.4873	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV.4874	0	37	22	18	12	0	0	0	0	0	0	0	0	0	17	0	0	25	0	0	0	0	50	27	0	0	0	0	0	0	25	0	0	0	0	0	22	0	0	18	0	0
ASV.4875	0	0	0	9	26	0	13	0	0	13	0	0	11	14	10	0	0	17	0	0	0	0	12	0	0	0	0	36	8	0	17	0	0	0	0	0	0	21	0	11	0	33
ASV.4876	21	0	0	16	0	0	10	0	8	9	0	0	0	0	0	21	13	0	0	15	0	0	0	0	11	0	0	14	8	0	0	0	0	12	0	10	16	0	12	16	0	0
ASV.4877	32	0	0	38	57	0	63	87	98	34	64	26	33	0	31	25	41	56	28	38	39	0	62	0	33	75	38	35	41	0	62	58	92	46	29	55	41	53	90	31	36	25
ASV.4878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4879	41	0	27	0	0	15	31	81	30	8	0	0	7	0	0	22	0	36	22	19	42	26	0	0	19	24	19	20	27	14	0	30	36	22	0	8	37	31	72	0	13	12
ASV.488	136	66	68	58	63	34	31	53	30	17	0	24	36	38	28	53	46	69	46	40	41	33	53	37	0	29	20	0	0	22	85	17	0	14	117	134	78	27	22	35	30	32
ASV.4880	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4882	10	0	0	0	149	0	0	29	0	0	0	0	0	26	0	0	0	0	25	0	0	11	6	0	9	39	0	0	0	0	231	0	22	0	106	0	0	0	0	0	0	0
ASV.4883	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	15	0
ASV.4884	53	39	29	29	18	22	15	19	16	7	31	11	16	18	28	59	28	94	16	82	32	17	29	14	62	0	14	0	3	0	10	25	0	41	0	23	84	49	13	48	72	18
ASV.4885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV.4886	0	0	0	0	45	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4887	38	35	39	31	85	35	0	0	0	0	0	27	21	37	40	46	105	67	46	110	34	47	50	73	62	0	0	0	0	0	32	0	0	0	30	41	75	51	0	44	39	41
ASV.4888	11	16	26	22	13	20	0	0	0	0	0	27	9	17	11	0	14	23	17	6	7	13	22	18	12	0	0	0	0	0	45	0	0	0	7	0	0	12	0	12	0	0
ASV.4889	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.489	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4890	0	0	0	0	8	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4891	217	169	622	533	180	236	451	388	175	0	207	319	270	257	182	189	143	345	245	251	140	250	225	175	222	432	191	640	310	467	307	143	169	377	83	184	154	438	392	271	205	1039
ASV.4892	223	121	175	163	131	160	46	84	87	28	38	199	115	123	161	128	101	291	64	259	123	141	189	122	151	69	29	64	30	36	230	84	31	60	33	110	224	325	77	123	162	65
ASV.4893	0	0	33	17	0	10	0	0	0	0	0	13	8	0	0	0	22	20	7	0	31	0	6	0	0	0	0	8	0	32	0	0	0	0	0	0	0	0	0	21	0	43
ASV.4894	0	0	0	33	76	0	0	0	0	0	0	25	0	0	0	0	31	0	24	31	0	12	38	40	0	0	0	0	0	0	77	0	0	0	43	38	49	0	0	0	0	0
ASV.4895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0
ASV.4896	0	17	0	0	24	25	0	0	0	0	0	0	14	0	0	0	13	22	0	9	6	21	23	11	0	0	0	0	0	0	28	0	0	0	0	11	6	25	0	7	0	7
ASV.4897	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	16	0	12	0	0	0	5	0
ASV.4898	29	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4899	0	0	0	0	0	0	0	19	0	0	16	12	0	0	0	11	0	0	0	0	16	0	0	27	0	0	8	0	0	0	0	0	0	0	0	0	22	0	0	0	14	0
ASV.49	9	0	10	0	16	0	0	0	0	0	0	0	0	0	0	0	10	10	0	10	0	0	13	16	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ASV.490	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV.4900	48	48	73	71	56	40	26	31	27	12	26	63	35	37	22	52	27	77	38	57	23	40	26	58	31	45	13	33	37	51	64	22	26	27	51	45	27	32	42	33	24	57
ASV.4901	0	0	0	0	0	0	26	89	24	0	323	0	0	0	0	0	0	0	38	0	0	0	0	0	0	35	24	91	247	516	0	20	0	464	0	0	0	0	177	0	0	0
ASV.4902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	20	0	0	0	0	0	0	0	0	0	0
ASV.4903	0	21	19	0	0	15	0	0	18	0	10	14	0	0	0	0	0	0	7	0	0	0	0	0	0	75	0	0	0	15	14	14	10	0	0	0	0	0	0	0	0	6
ASV.4904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4905	37	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
